Symbol	importance
Gemin7	Gemin7	0.0166867724867725
Tpp2	Tpp2	0.0166841728502837
Cstf2	Cstf2	0.0166618871224983
Utp14a	Utp14a	0.0166396740514388
Eif4ebp1	Eif4ebp1	0.0166363636363636
Trim9	Trim9	0.0166291316526611
Fbxo3	Fbxo3	0.0166055145404991
Ift20	Ift20	0.0165653170359053
Psmd11	Psmd11	0.0165553686571348
Scamp3	Scamp3	0.0165396990140114
Farsb	Farsb	0.0165142314990512
X1110058L19Rik	X1110058L19Rik	0.0165006587615283
Zmym2	Zmym2	0.0164973073526428
Sez6	Sez6	0.0164912280701754
Timm17a	Timm17a	0.0164697722567288
Ubqln4	Ubqln4	0.0164591800356506
Ttc19	Ttc19	0.0164474747474747
Rufy2	Rufy2	0.0164463768115942
Phgdh	Phgdh	0.0164
Naa10	Naa10	0.0163989982640371
Ankrd49	Ankrd49	0.0163895238095238
Nfu1	Nfu1	0.0163636363636364
Pfdn2	Pfdn2	0.01635291005291
Prmt5	Prmt5	0.0163511904761905
Fip1l1	Fip1l1	0.0163333333333333
Idh3g	Idh3g	0.0163104247104247
Ddx20	Ddx20	0.0163099747474748
Cox7c	Cox7c	0.0162961140767345
Prpf4	Prpf4	0.0162907471548738
X1500011B03Rik	X1500011B03Rik	0.0162824561403509
Tada2a	Tada2a	0.0162814465408805
Ppp2r2a	Ppp2r2a	0.0162765275257108
Zfp948	Zfp948	0.0162738235294118
X3110082I17Rik	X3110082I17Rik	0.0162569689945402
Mier1	Mier1	0.0162436974789916
Psmd7	Psmd7	0.0162333333333333
Rhob	Rhob	0.0162070434070434
Kcne1l	Kcne1l	0.0162051282051282
Rnf13	Rnf13	0.0161995841995842
Plekhm3	Plekhm3	0.016199411695029
Polr2e	Polr2e	0.0161900757575758
Ndufab1	Ndufab1	0.0161714285714286
Ctsb	Ctsb	0.016169696969697
Bbip1	Bbip1	0.0161242596541104
Gabarap	Gabarap	0.0160884848484849
Arx	Arx	0.0160808080808081
Cpsf1	Cpsf1	0.0160685714285714
Stra13	Stra13	0.0160083333333333
Mycn	Mycn	0.0159939823769611
Cdc27	Cdc27	0.0159925721848581
Birc6	Birc6	0.0159761904761905
Ttbk2	Ttbk2	0.0159633620689655
Ube3a	Ube3a	0.0159552447552448
Zfp91	Zfp91	0.0159508021390374
X9530068E07Rik	X9530068E07Rik	0.0159158040027605
Tcf7l2	Tcf7l2	0.0158982683982684
Dnajc15	Dnajc15	0.0158888888888889
Mgea5	Mgea5	0.0158868686868687
Mga	Mga	0.0158847545219638
Sdc4	Sdc4	0.0158740041928721
Sc5d	Sc5d	0.0158725490196078
Glmn	Glmn	0.0158428567109853
Atp5k	Atp5k	0.0158389469608982
Pde8b	Pde8b	0.0158360122968819
Stk24	Stk24	0.0158313817330211
Fdft1	Fdft1	0.0158219881500988
Paf1	Paf1	0.0158056426332288
Cldn25	Cldn25	0.0157846153846154
Mrps15	Mrps15	0.0157818181818182
Fen1	Fen1	0.0157481481481482
Fgd6	Fgd6	0.0157362976007044
Tpp1	Tpp1	0.0157358070500928
Nbea	Nbea	0.0157278911564626
Slc25a5	Slc25a5	0.0157219622331691
Trim8	Trim8	0.0157173913043478
Adprm	Adprm	0.015690912430546
Golga4	Golga4	0.0156823188405797
Rnaseh2c	Rnaseh2c	0.0156601307189542
Cdc42	Cdc42	0.0156590363277094
Ndufv1	Ndufv1	0.0156517006802721
Slc27a1	Slc27a1	0.015647619047619
Rbm45	Rbm45	0.0156460317460318
Adk	Adk	0.0156444444444444
Chd2	Chd2	0.0156349206349206
Cpne2	Cpne2	0.0156279069767442
Synrg	Synrg	0.0156169899665552
Cenpj	Cenpj	0.0156160714285714
Smg1	Smg1	0.0155992822966507
X2700089E24Rik	X2700089E24Rik	0.0155921568627451
Nell2	Nell2	0.0155909090909091
BC002163	BC002163	0.0155900621118012
Slain2	Slain2	0.0155733333333333
Sdha	Sdha	0.0155728461081402
Elp4	Elp4	0.0155714285714286
Mrps33	Mrps33	0.0155714285714286
Pank3	Pank3	0.0155682432432432
Gps2	Gps2	0.0155238095238095
Ranbp6	Ranbp6	0.0155203982107423
Mtif2	Mtif2	0.0155095572820323
Zfand5	Zfand5	0.0154989648033126
X4922501C03Rik	X4922501C03Rik	0.0154864285714286
Nme3	Nme3	0.0154799181369913
Rpap3	Rpap3	0.0154792583280955
Qrich1	Qrich1	0.0154674154674155
Hars	Hars	0.0154645962732919
Scaf8	Scaf8	0.0154570135746606
Crlf3	Crlf3	0.0154506070120356
Nxf1	Nxf1	0.0154444444444444
Cbx1	Cbx1	0.0154386548410939
Cd164	Cd164	0.0154285714285714
Vim	Vim	0.0154142589118199
Ensa	Ensa	0.0154074646074646
Srrt	Srrt	0.0154074646074646
Abi2	Abi2	0.0153705882352941
Arhgef26	Arhgef26	0.0153551920341394
Mast2	Mast2	0.0153363963963964
Zfp113	Zfp113	0.0153358348968105
Gtl3	Gtl3	0.0153198442497566
Fam53c	Fam53c	0.0153062330623306
Dennd5a	Dennd5a	0.0152857142857143
Ostc	Ostc	0.0152727272727273
Mrpl22	Mrpl22	0.0152353535353535
Atxn7	Atxn7	0.01523475572047
Kcnn2	Kcnn2	0.0152272347535505
Dctn5	Dctn5	0.0152179694519317
Grin3a	Grin3a	0.0152098245614035
Gnao1	Gnao1	0.0151966386554622
Rock1	Rock1	0.0151837254901961
Myo9a	Myo9a	0.0151666666666667
Ncaph	Ncaph	0.0151624758220503
Senp1	Senp1	0.0151427789506607
Nsd1	Nsd1	0.0151396720093593
Bre	Bre	0.0151377459749553
Klhl7	Klhl7	0.0151269841269841
Dhx30	Dhx30	0.0151165158371041
Nek7	Nek7	0.0151082729204171
Glt8d1	Glt8d1	0.0150783400809717
Nrd1	Nrd1	0.0150724637681159
Rnf19a	Rnf19a	0.0150560767146133
Stard3nl	Stard3nl	0.0150530303030303
Limd2	Limd2	0.015047619047619
Papola	Papola	0.0150384615384615
Cdip1	Cdip1	0.0150383631713555
Tars	Tars	0.0150183598531212
Mphosph9	Mphosph9	0.0150114842903575
AI464131	AI464131	0.0149948263118995
Mapre1	Mapre1	0.0149925303454715
Ppib	Ppib	0.014990990990991
Sfxn5	Sfxn5	0.0149714285714286
Slc4a7	Slc4a7	0.0149714285714286
Pold3	Pold3	0.0149707602339181
Ndufc1	Ndufc1	0.014952380952381
Usp2	Usp2	0.0149507477879571
Pdhb	Pdhb	0.0149333333333333
Snhg1	Snhg1	0.0149225071225071
Trip13	Trip13	0.0149119620894011
Chfr	Chfr	0.0149011927181419
Npc2	Npc2	0.0148909090909091
X4921531C22Rik	X4921531C22Rik	0.0148809523809524
Cxx1b	Cxx1b	0.0148627400768246
Pask	Pask	0.0148626086956522
Fam133b	Fam133b	0.0148452421652422
Rpl35a	Rpl35a	0.0148431077694236
Map3k1	Map3k1	0.0148398692810458
Atp5c1	Atp5c1	0.0148355760832556
Thrsp	Thrsp	0.0148285714285714
Arl2bp	Arl2bp	0.0148241276581173
Dot1l	Dot1l	0.0148153825822651
Snapc3	Snapc3	0.0148136877247047
Wdr60	Wdr60	0.0148076459806232
Cnot10	Cnot10	0.014805222734255
Pcnt	Pcnt	0.0147971280751769
Kcnc1	Kcnc1	0.0147834368530021
Krtcap2	Krtcap2	0.0147818181818182
Krr1	Krr1	0.0147777777777778
Ank2	Ank2	0.0147734848484848
Sf3b4	Sf3b4	0.0147582417582418
Zcchc9	Zcchc9	0.0147525252525253
Pax6	Pax6	0.0147484909761965
Aarsd1	Aarsd1	0.0147377777777778
Vps28	Vps28	0.0147195451314854
Armc10	Armc10	0.0147192037470726
Sass6	Sass6	0.0147065148640101
Decr1	Decr1	0.0146862996158771
Lonrf3	Lonrf3	0.0146770004189359
Ptplb	Ptplb	0.0146676068376068
Nutf2	Nutf2	0.0146573426573427
X9330159F19Rik	X9330159F19Rik	0.0146422485726834
Slc3a2	Slc3a2	0.0146340359232149
Trmt10b	Trmt10b	0.0146258503401361
Cul1	Cul1	0.0146060606060606
Cyb5	Cyb5	0.014603007518797
Golga3	Golga3	0.0145867276887872
B4galt6	B4galt6	0.0145853363567649
Pdcl	Pdcl	0.0145684754521964
Gna11	Gna11	0.0145653271555437
Inpp5e	Inpp5e	0.0145615384615385
Tprkb	Tprkb	0.0145469387755102
Sacm1l	Sacm1l	0.0145453968253968
Mcm2	Mcm2	0.0145426849136527
Zfp180	Zfp180	0.0145363408521303
Degs1	Degs1	0.0145338345864662
Lrrtm4	Lrrtm4	0.014533724340176
X1110001J03Rik	X1110001J03Rik	0.0145238095238095
Trim24	Trim24	0.0145185185185185
Ndufaf4	Ndufaf4	0.0145116459627329
Hist1h1b	Hist1h1b	0.0144894113570584
Srsf2	Srsf2	0.0144809523809524
Sema5b	Sema5b	0.0144774873353597
Smn1	Smn1	0.0144730152200741
Aqr	Aqr	0.0144727272727273
Puf60	Puf60	0.0144642857142857
Acadl	Acadl	0.0144548484848485
Itsn1	Itsn1	0.0144468864468864
Map1lc3a	Map1lc3a	0.0144390243902439
X2410089E03Rik	X2410089E03Rik	0.0144388059701493
Pccb	Pccb	0.0144333333333333
Aifm3	Aifm3	0.0144213166144201
Bhlhe41	Bhlhe41	0.0144130232558139
Brap	Brap	0.0143950098121671
Chtop	Chtop	0.0143859649122807
Mir5128	Mir5128	0.0143791402396054
Triap1	Triap1	0.0143760683760684
Zrsr2	Zrsr2	0.0143751937984496
Scaf11	Scaf11	0.0143666666666667
Asna1	Asna1	0.0143649373881932
Elavl1	Elavl1	0.0143572998430141
Yipf4	Yipf4	0.014347619047619
Numa1	Numa1	0.0143396825396826
Gpd2	Gpd2	0.0143343287296255
Actl6a	Actl6a	0.0143230769230769
Zfp871	Zfp871	0.0143188405797102
Arhgap1	Arhgap1	0.0143130434782609
Ntrk2	Ntrk2	0.0143128427128427
Cd99l2	Cd99l2	0.0143123543123543
Rad23a	Rad23a	0.0143103854203
Cdk14	Cdk14	0.014272778720996
Mif	Mif	0.0142543417366947
Wdr12	Wdr12	0.0142528735632184
Mapkapk5	Mapkapk5	0.0142490739042729
Rbm4b	Rbm4b	0.0142397891963109
Zfp451	Zfp451	0.0142309246309246
Oard1	Oard1	0.0142240559440559
Anp32e	Anp32e	0.0142194357366771
Ankle2	Ankle2	0.0141845261121857
Recql5	Recql5	0.014182772304324
Phactr2	Phactr2	0.0141797246558198
Zbtb11	Zbtb11	0.0141666666666667
Ppp4r2	Ppp4r2	0.0141520467836257
Mllt10	Mllt10	0.0141414141414141
Atad1	Atad1	0.0141097883597884
Ndufaf2	Ndufaf2	0.0140966675600822
Tsc22d2	Tsc22d2	0.0140838095238095
Zmiz1	Zmiz1	0.0140683229813665
Rbm12	Rbm12	0.0140666666666667
Calm3	Calm3	0.0140606060606061
Eif1a	Eif1a	0.0140255376344086
Dcp2	Dcp2	0.0140212102045119
Snrpd3	Snrpd3	0.0140188034188034
Cmc1	Cmc1	0.0140065359477124
Copz1	Copz1	0.014
Pole3	Pole3	0.014
Ssh2	Ssh2	0.013988344988345
Glrx3	Glrx3	0.0139846153846154
Pigx	Pigx	0.013976248976249
Mbnl1	Mbnl1	0.0139661338661339
Rps6kc1	Rps6kc1	0.0139653636813459
Foxred1	Foxred1	0.0139648351648352
Ints7	Ints7	0.0139622641509434
Zmym4	Zmym4	0.0139573420731315
Fndc3a	Fndc3a	0.0139502923976608
Tmem256	Tmem256	0.013933014354067
Rmnd5a	Rmnd5a	0.0139244019138756
Mars2	Mars2	0.0139179310344828
Rps6kb1	Rps6kb1	0.0139095068857582
Fopnl	Fopnl	0.0139031039136302
Dzip1l	Dzip1l	0.0139013550135501
Wdfy1	Wdfy1	0.0138989173789174
Isy1	Isy1	0.0138781043517886
Alkbh1	Alkbh1	0.0138653846153846
Ints2	Ints2	0.0138599755201958
Peg3	Peg3	0.0138585858585859
Ubtf	Ubtf	0.0138412698412698
Aldh6a1	Aldh6a1	0.0138216698941733
Brd2	Brd2	0.0138181818181818
Ngfrap1	Ngfrap1	0.0138181818181818
Nolc1	Nolc1	0.0138100345485484
Rnft1	Rnft1	0.0137997661912555
Ap1g1	Ap1g1	0.0137902636916836
Pmm2	Pmm2	0.0137880956253049
Hbs1l	Hbs1l	0.0137808340727595
Cxcl14	Cxcl14	0.0137792642140468
Dctn4	Dctn4	0.0137770562770563
Arl8b	Arl8b	0.0137769827072153
Ccdc127	Ccdc127	0.0137706004140787
Aldh9a1	Aldh9a1	0.0137678693446701
Snhg6	Snhg6	0.0137461538461539
Eif2s3y	Eif2s3y	0.0137297702297702
Rab1b	Rab1b	0.0137280701754386
Bsg	Bsg	0.013689010989011
Tspan6	Tspan6	0.0136809523809524
Dnajc7	Dnajc7	0.0136776556776557
Sart3	Sart3	0.0136443516659976
Wdr70	Wdr70	0.0136410256410256
Mlc1	Mlc1	0.0136285714285714
Fbxo11	Fbxo11	0.0136190476190476
Akt1	Akt1	0.0136127124907613
Insig1	Insig1	0.013611175616836
Dgcr2	Dgcr2	0.0136017438536306
Setd5	Setd5	0.0136015298427063
Cox16	Cox16	0.0135923076923077
Lrpap1	Lrpap1	0.0135870588235294
Snhg7	Snhg7	0.0135864661654135
Ypel1	Ypel1	0.0135846153846154
Osbpl2	Osbpl2	0.013582412358883
Phf17	Phf17	0.0135817971817972
Tollip	Tollip	0.0135789578530977
Cenpn	Cenpn	0.0135759784075573
Chek2	Chek2	0.0135326203208556
Cops3	Cops3	0.0135262110823873
Zfp110	Zfp110	0.0135106382978723
Ap3b1	Ap3b1	0.0134997865983782
Fzd1	Fzd1	0.0134872195858499
Gmfb	Gmfb	0.0134849431710191
Rpl15	Rpl15	0.0134828855355171
Kat6b	Kat6b	0.0134709677419355
Unc119b	Unc119b	0.0134666666666667
Ska2	Ska2	0.0134563366810139
Smarca4	Smarca4	0.0134459259259259
Pacs2	Pacs2	0.0134447821681864
Polr2k	Polr2k	0.0134404100602092
Cript	Cript	0.0134220032840723
Pgls	Pgls	0.0134
Mrps16	Mrps16	0.0134
Mfsd10	Mfsd10	0.0133968253968254
Xiap	Xiap	0.0133963585434174
E2f5	E2f5	0.0133957446808511
Sin3a	Sin3a	0.0133663260535631
Arid1a	Arid1a	0.0133645687645688
Tpm4	Tpm4	0.013348997282128
Trove2	Trove2	0.0133333333333333
Ppig	Ppig	0.0133134199134199
Eif2s1	Eif2s1	0.0133
Bzw1	Bzw1	0.0132755102040816
Ptrhd1	Ptrhd1	0.0132545454545455
Prpf4b	Prpf4b	0.0132545454545455
Kif20b	Kif20b	0.0132505175983437
Per3	Per3	0.0132458001768347
Phf5a	Phf5a	0.0132457142857143
Gltscr2	Gltscr2	0.0132454212454212
Ndufb6	Ndufb6	0.0132450592885375
Ccnl2	Ccnl2	0.0132409798080106
X1500011K16Rik	X1500011K16Rik	0.01324
Xpo7	Xpo7	0.0132307692307692
Dus3l	Dus3l	0.0132232258064516
Alcam	Alcam	0.0132231956612432
Pcbp4	Pcbp4	0.013194977493485
Gtf3c4	Gtf3c4	0.0131944813410652
Cstb	Cstb	0.0131921568627451
X2610002J02Rik	X2610002J02Rik	0.0131897860593513
Pdcd11	Pdcd11	0.0131868907318493
Fam103a1	Fam103a1	0.0131851851851852
Gfpt1	Gfpt1	0.0131773783352731
Polg	Polg	0.0131490683229814
Myo5a	Myo5a	0.0131393939393939
Zcrb1	Zcrb1	0.0131333333333333
Sec13	Sec13	0.0131231231231231
Fut8	Fut8	0.0130984848484849
Zfp207	Zfp207	0.0130964769647696
Mrps11	Mrps11	0.0130956756756757
Mbtps2	Mbtps2	0.0130900417412045
Rsbn1l	Rsbn1l	0.0130888888888889
Ccdc66	Ccdc66	0.0130860692102928
Grcc10	Grcc10	0.0130785714285714
Zfp78	Zfp78	0.0130747366328762
Jam2	Jam2	0.0130731652661064
Erlin2	Erlin2	0.0130714285714286
Zfp41	Zfp41	0.0130696741854637
Phf21b	Phf21b	0.0130505050505051
Fchsd2	Fchsd2	0.01304
Golga7	Golga7	0.0130349742221559
Ccdc14	Ccdc14	0.0130109526638938
Yars	Yars	0.013009207009207
Hectd1	Hectd1	0.013
Sltm	Sltm	0.013
Wdr33	Wdr33	0.0129947826086957
Pacsin3	Pacsin3	0.0129875338753387
Nek1	Nek1	0.0129861111111111
Senp8	Senp8	0.0129807692307692
Cops5	Cops5	0.0129746373875699
Wbp5	Wbp5	0.0129666666666667
Sik1	Sik1	0.0129647696476965
Ptcd3	Ptcd3	0.0129478787878788
Uimc1	Uimc1	0.0129333333333333
Prrx1	Prrx1	0.0129279069767442
Epb4.1	Epb4.1	0.0129202373104812
Tmem179b	Tmem179b	0.0129202373104812
AI462493	AI462493	0.0129009009009009
Gstm5	Gstm5	0.0128875598086124
Kif21a	Kif21a	0.0128839876215738
Mum1	Mum1	0.0128571428571429
Mad1l1	Mad1l1	0.0128483516483517
Rbbp8	Rbbp8	0.0128179487179487
Med8	Med8	0.0128061776061776
Chaf1a	Chaf1a	0.0127930587930588
Rab9	Rab9	0.0127755102040816
Prkci	Prkci	0.0127738095238095
Cdc42bpa	Cdc42bpa	0.0127561327561328
Hsdl1	Hsdl1	0.0127547343261629
Patz1	Patz1	0.0127361344537815
Tk1	Tk1	0.0127307692307692
Adhfe1	Adhfe1	0.0127218107582016
Impact	Impact	0.012709405501331
Spin4	Spin4	0.0127
Bcat1	Bcat1	0.0126987179487179
Gabbr1	Gabbr1	0.0126886446886447
Mrpl44	Mrpl44	0.0126818181818182
Acsbg1	Acsbg1	0.0126811145510836
Fam122a	Fam122a	0.0126698412698413
X3830406C13Rik	X3830406C13Rik	0.0126430323299889
Oxsr1	Oxsr1	0.0126347183192828
Sec23b	Sec23b	0.0126322686322686
Rnf144a	Rnf144a	0.0126310134310134
Chmp5	Chmp5	0.0126111111111111
Cnp	Cnp	0.0125993855606759
Pabpn1	Pabpn1	0.0125809523809524
Insr	Insr	0.0125757575757576
Aktip	Aktip	0.0125752786220871
AU019823	AU019823	0.0125615601503759
Wbp1l	Wbp1l	0.0125582047685835
Pdpk1	Pdpk1	0.0125574313141344
Sox2	Sox2	0.0125428571428571
Lpp	Lpp	0.0125410353535353
Ptchd2	Ptchd2	0.0125224932249322
Rab11a	Rab11a	0.0125068477645727
Nrxn1	Nrxn1	0.0125037037037037
Bach1	Bach1	0.0125
Vcp	Vcp	0.0125
Itgb1	Itgb1	0.0124952380952381
Tmem30a	Tmem30a	0.0124944178628389
X4632427E13Rik	X4632427E13Rik	0.0124801864801865
Ddx10	Ddx10	0.0124705882352941
Setbp1	Setbp1	0.0124704491725768
Osbp	Osbp	0.0124554597701149
Ctnnd1	Ctnnd1	0.0124287552858981
Rcc1	Rcc1	0.0124048222159677
Abcd3	Abcd3	0.0124040404040404
Dnajc19	Dnajc19	0.0123858243451464
Bccip	Bccip	0.0123857142857143
Cope	Cope	0.0123610518834399
Dclk1	Dclk1	0.0123589743589744
Mapk4	Mapk4	0.0123498781389059
Taf4a	Taf4a	0.0123356643356643
Mgst1	Mgst1	0.0123293650793651
Nrf1	Nrf1	0.012325912183055
X9430041J12Rik	X9430041J12Rik	0.0123203559510567
Urb2	Urb2	0.01231031543052
Ralgapa1	Ralgapa1	0.0123045129162776
Mrps25	Mrps25	0.0122898351648352
Cad	Cad	0.0122819047619048
Zfp26	Zfp26	0.0122723311546841
Fbxw5	Fbxw5	0.0122673556231003
Cnrip1	Cnrip1	0.0122417417417417
Nom1	Nom1	0.012240293040293
Slc25a17	Slc25a17	0.0122401598401598
Cenpb	Cenpb	0.01224
Fasn	Fasn	0.0122352941176471
Acot13	Acot13	0.0122307692307692
Mrpl39	Mrpl39	0.0122280701754386
Wbp7	Wbp7	0.0122142857142857
Elp3	Elp3	0.0122
Foxp1	Foxp1	0.0121964573268921
Mettl20	Mettl20	0.0121904761904762
Polr3a	Polr3a	0.0121726227795193
Gm10033	Gm10033	0.0121662337662338
Cpne1	Cpne1	0.0121656503111612
C87436	C87436	0.0121364102564102
Dll3	Dll3	0.0121252342325347
Commd3	Commd3	0.0121212121212121
Eif3m	Eif3m	0.0121111111111111
Pex19	Pex19	0.0121084689194827
Zcchc24	Zcchc24	0.0121058823529412
Pgap1	Pgap1	0.0121025641025641
Tmem47	Tmem47	0.0121
Tm9sf4	Tm9sf4	0.0120834782608696
Usp8	Usp8	0.0120571428571429
Gmeb1	Gmeb1	0.0120484848484849
Pten	Pten	0.0120483720930233
Sat2	Sat2	0.0120453972257251
X2310039H08Rik	X2310039H08Rik	0.0120444444444444
Nmt2	Nmt2	0.0120399385560676
Cspg5	Cspg5	0.0120285714285714
Mfge8	Mfge8	0.0120222222222222
Utp11l	Utp11l	0.012021978021978
Mrpl2	Mrpl2	0.0120212864026818
Irf2bp2	Irf2bp2	0.0120186335403727
Dnajb1	Dnajb1	0.012
Mrpl17	Mrpl17	0.012
Zfp36l2	Zfp36l2	0.012
Dhx36	Dhx36	0.012
Gtpbp4	Gtpbp4	0.0119925997425997
Rad18	Rad18	0.0119753694581281
Mlf2	Mlf2	0.0119704201680672
Znf512b	Znf512b	0.0119585921325052
Fam20b	Fam20b	0.0119537261232176
Wsb1	Wsb1	0.0119428571428571
Arl2	Arl2	0.0119333333333333
Tmem9	Tmem9	0.0119298245614035
Rnf180	Rnf180	0.0118935574229692
Ttc37	Ttc37	0.0118909090909091
Gm5607	Gm5607	0.0118823529411765
X4932438A13Rik	X4932438A13Rik	0.0118788906009245
Uqcr11	Uqcr11	0.0118787878787879
Snx19	Snx19	0.0118720867208672
Espl1	Espl1	0.0118666666666667
Gad2	Gad2	0.0118651416122004
Pigq	Pigq	0.0118616105481094
Lrrc4b	Lrrc4b	0.01184335839599
Nup88	Nup88	0.0118341625207297
Ptpra	Ptpra	0.0117829381965552
Dag1	Dag1	0.0117802657113002
Ivns1abp	Ivns1abp	0.0117702898550725
Fam110a	Fam110a	0.0117407224146462
Lsamp	Lsamp	0.0117382488479263
Rbm3	Rbm3	0.0117361455748553
Mtss1	Mtss1	0.0117333333333333
Vdac2	Vdac2	0.0117333333333333
Pdia3	Pdia3	0.0117293233082707
Rpl10a	Rpl10a	0.0117272727272727
Swt1	Swt1	0.0117266666666667
Uck1	Uck1	0.0117183666103005
Sbf1	Sbf1	0.0117045454545455
Rexo2	Rexo2	0.0116988636363636
Pcnp	Pcnp	0.0116893939393939
Rwdd3	Rwdd3	0.0116813008130081
Kif1b	Kif1b	0.0116666666666667
Pcdh10	Pcdh10	0.0116666666666667
Dtx3	Dtx3	0.0116539257843606
Dnpep	Dnpep	0.0116131714829242
BC053749	BC053749	0.0115888888888889
Ccdc58	Ccdc58	0.011583850931677
Slc30a7	Slc30a7	0.011578231292517
Tor1aip2	Tor1aip2	0.0115760683760684
Zhx2	Zhx2	0.0115734693877551
Drosha	Drosha	0.0115705412599823
Mgat4b	Mgat4b	0.0115686274509804
Eif5b	Eif5b	0.0115670675300648
AI854517	AI854517	0.0115572422517394
X5430416N02Rik	X5430416N02Rik	0.0115416666666667
Tubgcp5	Tubgcp5	0.0115214866434379
Eml3	Eml3	0.0115075757575758
Ftx	Ftx	0.0115006535947712
Larp7	Larp7	0.0114923076923077
Mettl5	Mettl5	0.0114911051212938
Ube2w	Ube2w	0.011458110516934
Klf3	Klf3	0.0114575963718821
Ndufs2	Ndufs2	0.011451914893617
Inpp5b	Inpp5b	0.0114463981849121
Slc9a3r1	Slc9a3r1	0.0114397545318598
Rmi1	Rmi1	0.0114390273556231
Hddc2	Hddc2	0.0114285714285714
Mro	Mro	0.0114241486068111
Cers5	Cers5	0.011415652173913
Bmyc	Bmyc	0.0114137214137214
Blvra	Blvra	0.0114134897360704
X3110039M20Rik	X3110039M20Rik	0.0114074074074074
Ypel5	Ypel5	0.0113990990990991
Itpr2	Itpr2	0.0113769502808404
Adrm1	Adrm1	0.0113769168684423
Mrp63	Mrp63	0.0113766233766234
Ubr5	Ubr5	0.0113571428571429
Sh3bgrl3	Sh3bgrl3	0.0113560090702948
Elovl5	Elovl5	0.0113555555555556
St3gal4	St3gal4	0.0113555555555555
Megf9	Megf9	0.011335656213705
Zeb1	Zeb1	0.0113352402745995
Tia1	Tia1	0.0113333333333333
X2810407C02Rik	X2810407C02Rik	0.0113285714285714
Ubqln2	Ubqln2	0.011327021365731
Rpusd4	Rpusd4	0.0113247845280639
Kalrn	Kalrn	0.0113231231231231
Srp9	Srp9	0.0113173789173789
Pdlim5	Pdlim5	0.0113116279069767
Spcs2	Spcs2	0.0113030303030303
Picalm	Picalm	0.0113
Tmem101	Tmem101	0.0112916666666667
Gas2l3	Gas2l3	0.0112914285714286
Tbc1d7	Tbc1d7	0.0112908259348937
Rap1gds1	Rap1gds1	0.0112904761904762
Gdpd2	Gdpd2	0.0112887596899225
Mpped2	Mpped2	0.0112819858156028
Ccdc88a	Ccdc88a	0.0112805474095797
Csrp1	Csrp1	0.011280303030303
Anapc5	Anapc5	0.01125075030012
Unc79	Unc79	0.0112496240601504
Bnip3	Bnip3	0.0112494208494208
Gucy1a2	Gucy1a2	0.0112444444444444
Kcnj10	Kcnj10	0.0112410256410256
Srrd	Srrd	0.0112363636363636
Ndufs3	Ndufs3	0.0112358336951802
Tle1	Tle1	0.0112348484848485
Sox8	Sox8	0.0112244897959184
Atp6v1d	Atp6v1d	0.0112173913043478
Lrr1	Lrr1	0.0112
Lphn3	Lphn3	0.0112
Sec23ip	Sec23ip	0.0112
Tbc1d1	Tbc1d1	0.0111896103896104
Lsm4	Lsm4	0.0111878787878788
Map1lc3b	Map1lc3b	0.0111848852901484
Mrps35	Mrps35	0.0111821396993811
Haus3	Haus3	0.0111809523809524
Npepl1	Npepl1	0.0111754911754912
Psma7	Psma7	0.0111754385964912
U2af1	U2af1	0.0111693477390956
Ubxn6	Ubxn6	0.0111636798088411
Gopc	Gopc	0.0111627906976744
Neurl4	Neurl4	0.0111607142857143
Fkbp2	Fkbp2	0.0111603516732842
Snx6	Snx6	0.0111529137529138
Efha2	Efha2	0.011152380952381
Hspbp1	Hspbp1	0.0111507936507937
Smg7	Smg7	0.01115
X3110043O21Rik	X3110043O21Rik	0.0111463869463869
Chd4	Chd4	0.0111428571428571
Mir326	Mir326	0.0111417624521073
Traip	Traip	0.0111362542128069
Abcf1	Abcf1	0.0111314685314685
Rcbtb2	Rcbtb2	0.0111304347826087
Arf5	Arf5	0.0111303983228512
Gmps	Gmps	0.0111296078431373
Cdk2	Cdk2	0.0111282051282051
Trim28	Trim28	0.0111282051282051
E030024N20Rik	E030024N20Rik	0.011121336996337
Mettl15	Mettl15	0.0111164274322169
Hnrpdl	Hnrpdl	0.0111111111111111
Clk4	Clk4	0.0111111111111111
Acox1	Acox1	0.0111
Gtf2h5	Gtf2h5	0.0111
Mbip	Mbip	0.0110890379278446
Capza2	Capza2	0.0110869047619048
Lxn	Lxn	0.0110845160007951
Fbxo8	Fbxo8	0.0110816326530612
Golgb1	Golgb1	0.0110816326530612
Fgf12	Fgf12	0.0110774410774411
Dhx38	Dhx38	0.0110756843800322
Fam114a2	Fam114a2	0.0110707454707455
Gm5512	Gm5512	0.011053249475891
Rbm12b2	Rbm12b2	0.0110322061191626
Yy1	Yy1	0.0110035087719298
Tlk1	Tlk1	0.0110016260162602
Fam193a	Fam193a	0.011
Fam214b	Fam214b	0.011
Rpl36al	Rpl36al	0.0109833024118738
Ppp2r3c	Ppp2r3c	0.0109811974270163
Ndufb2	Ndufb2	0.0109730848861284
Atp2a2	Atp2a2	0.0109714285714286
Ap1s2	Ap1s2	0.0109714285714286
Tdrkh	Tdrkh	0.0109698816360014
Gtf2i	Gtf2i	0.0109698412698413
Lonp2	Lonp2	0.010969696969697
Ptp4a1	Ptp4a1	0.0109685534591195
Plekha1	Plekha1	0.0109679144385027
Slc25a23	Slc25a23	0.0109609133126935
Rwdd1	Rwdd1	0.0109575757575758
