Symbol	importance
Dvl1	Dvl1	0.00685714285714286
Plk4	Plk4	0.00685714285714286
Sfxn4	Sfxn4	0.00685714285714286
Hdac6	Hdac6	0.00685714285714286
Ip6k2	Ip6k2	0.00685714285714286
Mark3	Mark3	0.00685714285714286
Pgm2	Pgm2	0.00685714285714286
Ptgr2	Ptgr2	0.00685714285714286
Pygb	Pygb	0.00685714285714286
Sox2ot	Sox2ot	0.00685714285714286
Vmp1	Vmp1	0.00685714285714286
Zfp68	Zfp68	0.00685714285714286
Rpl13	Rpl13	0.00685714285714285
Tecpr2	Tecpr2	0.00684900284900284
Rpn2	Rpn2	0.00684815813117699
Pts	Pts	0.00682898550724638
Gyk	Gyk	0.00682393162393161
Itgb5	Itgb5	0.00682222222222222
Fdx1	Fdx1	0.00680459770114943
Mphosph6	Mphosph6	0.0068
Rnf165	Rnf165	0.0068
Herc1	Herc1	0.0068
Maea	Maea	0.0068
Hlf	Hlf	0.00679821627647715
Rab8a	Rab8a	0.00679231863442391
Chmp6	Chmp6	0.00678653348131705
Elavl2	Elavl2	0.00678449612403101
Dennd4c	Dennd4c	0.00678389109472489
Nr2c2	Nr2c2	0.00677777777777778
Cep70	Cep70	0.006775
X1110051M20Rik	X1110051M20Rik	0.00676923076923077
Rbmx2	Rbmx2	0.00676923076923077
Stxbp3a	Stxbp3a	0.00676923076923077
Wnk3	Wnk3	0.00676923076923077
Cbx5	Cbx5	0.00675571095571095
Psmd3	Psmd3	0.00675555555555556
Meg3	Meg3	0.00675268817204301
Tspan3	Tspan3	0.00675177304964539
Rhot1	Rhot1	0.0067505376344086
Mertk	Mertk	0.00675
Qtrt1	Qtrt1	0.00674920634920635
Lats1	Lats1	0.00673637374860957
Tulp4	Tulp4	0.00673637374860957
Ahsa1	Ahsa1	0.00673556231003039
Fcho2	Fcho2	0.00672741312741313
Raver1	Raver1	0.00671509971509971
Rnf11	Rnf11	0.00670370370370371
Rbm10	Rbm10	0.0067025641025641
Usp14	Usp14	0.0067
Nop2	Nop2	0.0066952380952381
Smarcd1	Smarcd1	0.00669444444444444
Htt	Htt	0.00669230769230769
Pik3r4	Pik3r4	0.00669230769230769
Fam162a	Fam162a	0.00668368794326241
Pias1	Pias1	0.00667990543735225
Sirt3	Sirt3	0.00667234042553191
Tex30	Tex30	0.00666666666666667
Noc3l	Noc3l	0.00666666666666667
Atp6v1c1	Atp6v1c1	0.00666666666666667
Kdm4a	Kdm4a	0.00666666666666667
Plxnb2	Plxnb2	0.00666666666666667
Vps26a	Vps26a	0.00666666666666667
Ddx31	Ddx31	0.00666666666666666
Nes	Nes	0.00665627705627706
Zranb2	Zranb2	0.00665627705627706
Myg1	Myg1	0.00663970588235294
Polr2g	Polr2g	0.00663636363636364
Etfdh	Etfdh	0.0066307328605201
Fkbp9	Fkbp9	0.00662525879917184
Gpc5	Gpc5	0.00662440295267042
Usp47	Usp47	0.00660233918128655
Rufy3	Rufy3	0.00659770114942529
Exosc7	Exosc7	0.00659523809523809
Ebna1bp2	Ebna1bp2	0.00658823529411765
Rab11b	Rab11b	0.00658503401360545
Mmgt1	Mmgt1	0.00657777777777778
Atg4b	Atg4b	0.00657692307692308
Rbm6	Rbm6	0.00657673509286413
Efnb2	Efnb2	0.00657142857142856
Ube2a	Ube2a	0.00657142857142856
Epha3	Epha3	0.00656910569105691
Sord	Sord	0.00656910569105691
Gpx1	Gpx1	0.00656666666666667
Slc25a36	Slc25a36	0.00656159420289855
Homer3	Homer3	0.00655407407407407
Psmb4	Psmb4	0.00655246738513897
Lrrc16a	Lrrc16a	0.00655238095238095
Ddah1	Ddah1	0.00654901960784313
Dcun1d1	Dcun1d1	0.00654545454545455
Igf1r	Igf1r	0.00654545454545455
Klf7	Klf7	0.00654545454545455
Ppp3cb	Ppp3cb	0.00654545454545455
Xpnpep1	Xpnpep1	0.00654545454545455
Pomp	Pomp	0.00653333333333333
Acp6	Acp6	0.00653333333333333
Atf4	Atf4	0.00653333333333333
Atp9b	Atp9b	0.00653333333333333
Gtf2h3	Gtf2h3	0.00653333333333333
Pld2	Pld2	0.00653333333333333
Wbp11	Wbp11	0.00653333333333333
Hspa4	Hspa4	0.0065287356321839
Itih3	Itih3	0.0065287356321839
Pacrg	Pacrg	0.00652666666666666
Rraga	Rraga	0.00652380952380952
Mrps34	Mrps34	0.006521421107628
Lamtor4	Lamtor4	0.00652
Commd4	Commd4	0.00651076923076923
Pced1a	Pced1a	0.00650972886762361
X2810006K23Rik	X2810006K23Rik	0.0065
Fnbp1l	Fnbp1l	0.0065
Rbm25	Rbm25	0.0065
Surf1	Surf1	0.0065
Foxn2	Foxn2	0.00649275362318841
Ehmt2	Ehmt2	0.00648888888888889
Sestd1	Sestd1	0.00645614035087719
Chchd7	Chchd7	0.00644102564102564
Gramd1a	Gramd1a	0.00644102564102564
Tef	Tef	0.00644102564102564
Reep5	Reep5	0.0064279176201373
Pck2	Pck2	0.00640887040887041
Gnb2	Gnb2	0.00640202020202021
X1700020I14Rik	X1700020I14Rik	0.0064
Adcyap1r1	Adcyap1r1	0.0064
Atp2b1	Atp2b1	0.0064
D16Ertd472e	D16Ertd472e	0.0064
Exoc5	Exoc5	0.0064
Ldhb	Ldhb	0.0064
Ncbp2	Ncbp2	0.0064
Sf1	Sf1	0.0064
Tor1aip1	Tor1aip1	0.0064
Traf3ip1	Traf3ip1	0.0064
Zfp800	Zfp800	0.0064
Kctd5	Kctd5	0.00639573070607553
Tmem19	Tmem19	0.00638981173864895
Cstf1	Cstf1	0.00636923076923076
Nufip1	Nufip1	0.00636923076923076
Gabpb2	Gabpb2	0.00636734693877551
Zfp942	Zfp942	0.00635897435897436
Ifitm2	Ifitm2	0.00635725677830941
Cep89	Cep89	0.00635333333333333
Camsap2	Camsap2	0.00634285714285714
Mnt	Mnt	0.00634055727554179
Atp11c	Atp11c	0.00633333333333333
Mtor	Mtor	0.00633333333333333
Zmynd11	Zmynd11	0.00633333333333333
Bmi1	Bmi1	0.00631746031746032
Gm11602	Gm11602	0.00629787234042553
Nol7	Nol7	0.00623076923076923
Edf1	Edf1	0.00622222222222222
Akt3	Akt3	0.00622222222222222
Alg6	Alg6	0.00622222222222222
Bdh1	Bdh1	0.00622222222222222
Camk2g	Camk2g	0.00622222222222222
Ccnj	Ccnj	0.00622222222222222
Cdkn2aip	Cdkn2aip	0.00622222222222222
Gabarapl2	Gabarapl2	0.00622222222222222
Kif1a	Kif1a	0.00622222222222222
Pde7a	Pde7a	0.00622222222222222
Slc44a2	Slc44a2	0.00622222222222222
Terf2	Terf2	0.00622222222222222
Tmem107	Tmem107	0.00622222222222222
Lias	Lias	0.0062
Ints1	Ints1	0.00614048531289911
Pitpnc1	Pitpnc1	0.00611111111111111
Atp1b1	Atp1b1	0.00609523809523809
Zfp414	Zfp414	0.00609523809523809
Mrpl42	Mrpl42	0.00606666666666666
Tmem231	Tmem231	0.00606666666666666
Krit1	Krit1	0.00604102564102564
Ezh1	Ezh1	0.00603571428571428
Ube2ql1	Ube2ql1	0.00603290043290043
X1110032A03Rik	X1110032A03Rik	0.006
Aamdc	Aamdc	0.006
BC005624	BC005624	0.006
Bcap29	Bcap29	0.006
Cdh4	Cdh4	0.006
Efcab2	Efcab2	0.006
Ergic2	Ergic2	0.006
Fam178a	Fam178a	0.006
Fancd2	Fancd2	0.006
Hnrnpl	Hnrnpl	0.006
Kif3a	Kif3a	0.006
Nsfl1c	Nsfl1c	0.006
Plekha5	Plekha5	0.006
Prkrir	Prkrir	0.006
Rnf138	Rnf138	0.006
Tmed9	Tmed9	0.006
Tomm34	Tomm34	0.006
Vdac1	Vdac1	0.006
X9130023H24Rik	X9130023H24Rik	0.00598095238095238
Nras	Nras	0.00597929606625259
Fbrsl1	Fbrsl1	0.00594285714285714
Wsb2	Wsb2	0.00593589743589744
Lcmt1	Lcmt1	0.00592941176470588
Sox1	Sox1	0.00592727272727272
Aggf1	Aggf1	0.00592307692307692
Med9	Med9	0.00591489361702128
Rab7l1	Rab7l1	0.00591304347826087
Tbck	Tbck	0.00590909090909091
Zfp689	Zfp689	0.00590909090909091
Cdk2ap2	Cdk2ap2	0.00590769230769231
Eif4g1	Eif4g1	0.00590769230769231
Cxcr7	Cxcr7	0.00590697674418605
Camk2d	Camk2d	0.00590243902439025
Ccnl1	Ccnl1	0.00589090909090909
E130307A14Rik	E130307A14Rik	0.00588888888888889
Fam220a	Fam220a	0.00588095238095238
Ankrd12	Ankrd12	0.00586666666666667
X0610011F06Rik	X0610011F06Rik	0.00586311505734369
Chchd3	Chchd3	0.00585714285714285
Rbmxl1	Rbmxl1	0.00584615384615385
Trmt10a	Trmt10a	0.00577358490566037
Slc29a4	Slc29a4	0.00576470588235294
Tmem216	Tmem216	0.00576470588235294
Uggt1	Uggt1	0.00576470588235294
Dcps	Dcps	0.00575510204081633
Usp20	Usp20	0.00574685990338165
Shc1	Shc1	0.00573913043478261
Ube2v2	Ube2v2	0.00573333333333333
Trafd1	Trafd1	0.00572093023255815
Mrpl27	Mrpl27	0.00571428571428572
AU040320	AU040320	0.00571428571428571
Aga	Aga	0.00571428571428571
Atp2c1	Atp2c1	0.00571428571428571
B9d1	B9d1	0.00571428571428571
Hcfc2	Hcfc2	0.00571428571428571
Herc3	Herc3	0.00571428571428571
Kifap3	Kifap3	0.00571428571428571
Mef2c	Mef2c	0.00571428571428571
Melk	Melk	0.00571428571428571
Prpsap1	Prpsap1	0.00571428571428571
Rheb	Rheb	0.00571428571428571
Sept3	Sept3	0.00571428571428571
Zfand6	Zfand6	0.00571428571428571
Zfp790	Zfp790	0.00571428571428571
Zfp84	Zfp84	0.00571428571428571
Eftud2	Eftud2	0.0057
Ikbkap	Ikbkap	0.0057
Lztfl1	Lztfl1	0.00568888888888889
Cyfip1	Cyfip1	0.00567642679900744
Lrrc57	Lrrc57	0.00566666666666667
Cdc26	Cdc26	0.00566666666666667
Dazap2	Dazap2	0.00566666666666667
Mtmr2	Mtmr2	0.00566666666666667
Faxc	Faxc	0.00564705882352941
Tfcp2	Tfcp2	0.00564270613107821
Bbs5	Bbs5	0.00560695652173913
Mocs2	Mocs2	0.0056
Supt4a	Supt4a	0.0056
X2810468N07Rik	X2810468N07Rik	0.00557142857142857
Dclre1a	Dclre1a	0.00556638078902229
Clpp	Clpp	0.00555555555555556
Asrgl1	Asrgl1	0.00554978354978356
Nsun2	Nsun2	0.00554298642533936
Bcas3	Bcas3	0.00554153846153846
Tex261	Tex261	0.00553261304521808
Mtmr3	Mtmr3	0.00551367781155015
Ptpn9	Ptpn9	0.0055
Pipox	Pipox	0.00547826086956522
Tln1	Tln1	0.00547080103359173
Impdh2	Impdh2	0.00545454545454545
Nfic	Nfic	0.00544639818491208
Urgcp	Urgcp	0.00543333333333332
Fbxo38	Fbxo38	0.00542857142857143
Kansl1	Kansl1	0.00542857142857143
X2310011J03Rik	X2310011J03Rik	0.0054196372732958
Slc12a2	Slc12a2	0.00541052631578948
Papss1	Papss1	0.00540526315789474
Mrpl19	Mrpl19	0.0054
Ctbp2	Ctbp2	0.00536842105263158
Elmo2	Elmo2	0.00535752895752896
Phb	Phb	0.00535752895752896
Sypl	Sypl	0.00535555555555556
X5830418K08Rik	X5830418K08Rik	0.00535294117647059
Slc2a1	Slc2a1	0.00534285714285715
Sugp2	Sugp2	0.00533986928104576
Daam1	Daam1	0.00533333333333333
Kntc1	Kntc1	0.00533333333333333
X3110040N11Rik	X3110040N11Rik	0.00533333333333333
Alad	Alad	0.00533333333333333
App	App	0.00533333333333333
Arl5b	Arl5b	0.00533333333333333
B230120H23Rik	B230120H23Rik	0.00533333333333333
Bub3	Bub3	0.00533333333333333
Cbr1	Cbr1	0.00533333333333333
Cct2	Cct2	0.00533333333333333
Coprs	Coprs	0.00533333333333333
Ctsz	Ctsz	0.00533333333333333
Dph3	Dph3	0.00533333333333333
Ech1	Ech1	0.00533333333333333
Emg1	Emg1	0.00533333333333333
Etfa	Etfa	0.00533333333333333
Faf1	Faf1	0.00533333333333333
Fbxw7	Fbxw7	0.00533333333333333
Ghitm	Ghitm	0.00533333333333333
Gls	Gls	0.00533333333333333
Hnrnpf	Hnrnpf	0.00533333333333333
Kdm1b	Kdm1b	0.00533333333333333
Plxnc1	Plxnc1	0.00533333333333333
Rnf214	Rnf214	0.00533333333333333
Snn	Snn	0.00533333333333333
Sp8	Sp8	0.00533333333333333
Ube2i	Ube2i	0.00533333333333333
Usp48	Usp48	0.00533333333333333
Zfand3	Zfand3	0.00533333333333333
Bex1	Bex1	0.00531999999999999
Ddx19a	Ddx19a	0.00530129198966408
Bard1	Bard1	0.00527878787878788
Fam136a	Fam136a	0.00527861377108982
Hdhd2	Hdhd2	0.00525833333333333
Txndc12	Txndc12	0.00525833333333333
Sec24b	Sec24b	0.00524917257683215
Cnnm4	Cnnm4	0.00524836601307189
Calr	Calr	0.0052
Fkbp7	Fkbp7	0.0052
Strbp	Strbp	0.00518181818181818
Gm561	Gm561	0.00516666666666667
Trip4	Trip4	0.00516666666666667
Dnaja2	Dnaja2	0.00514285714285714
Frs2	Frs2	0.00507692307692308
Nabp2	Nabp2	0.00507692307692308
Riok3	Riok3	0.00507692307692308
Ncoa1	Ncoa1	0.00507602339181286
Tep1	Tep1	0.00502564102564102
Ikzf5	Ikzf5	0.00501515151515152
Psmd12	Psmd12	0.00501333333333334
Atxn7l2	Atxn7l2	0.005
Dopey1	Dopey1	0.005
Ncstn	Ncstn	0.005
Sephs1	Sephs1	0.005
Srp14	Srp14	0.005
Thoc1	Thoc1	0.005
Tnik	Tnik	0.005
Traf6	Traf6	0.005
Glcci1	Glcci1	0.00499290780141844
Ptrh2	Ptrh2	0.00497777777777777
Atp5g2	Atp5g2	0.00496969696969697
Snhg9	Snhg9	0.00496969696969697
Jmjd1c	Jmjd1c	0.00496124031007751
Ythdc2	Ythdc2	0.00496124031007751
Mpp5	Mpp5	0.00495670995670995
C230035I16Rik	C230035I16Rik	0.00495238095238095
Anapc2	Anapc2	0.0049476139978791
Samd8	Samd8	0.0049430894308943
Txndc5	Txndc5	0.0049430894308943
Rnf40	Rnf40	0.00493333333333332
Tmco1	Tmco1	0.00493333333333332
Dpagt1	Dpagt1	0.00492307692307692
Rela	Rela	0.00492307692307692
Smim15	Smim15	0.00492307692307692
Luc7l3	Luc7l3	0.00491228070175438
Stk33	Stk33	0.00491228070175438
X2700097O09Rik	X2700097O09Rik	0.00490909090909091
Ahsa2	Ahsa2	0.00490909090909091
Fam168b	Fam168b	0.00490909090909091
Scap	Scap	0.00490909090909091
Nudt16l1	Nudt16l1	0.00490576351752822
Scyl3	Scyl3	0.00484848484848485
Aasdhppt	Aasdhppt	0.00483333333333334
Mtpn	Mtpn	0.0048
AI506816	AI506816	0.0048
Aldh18a1	Aldh18a1	0.0048
Ccnh	Ccnh	0.0048
Extl3	Extl3	0.0048
Plekhj1	Plekhj1	0.0048
Rapgef3	Rapgef3	0.0048
Sf3a1	Sf3a1	0.0048
Smg9	Smg9	0.0048
Tmed3	Tmed3	0.0048
Tmem50b	Tmem50b	0.0048
U2surp	U2surp	0.0048
Vamp4	Vamp4	0.0048
Zfp182	Zfp182	0.0048
Zfp236	Zfp236	0.0048
Zfp763	Zfp763	0.0048
Hps5	Hps5	0.00479453067257944
Pisd	Pisd	0.00479453067257944
Aldh3a2	Aldh3a2	0.00478217054263565
Nptn	Nptn	0.00478217054263565
Plxna3	Plxna3	0.00474144144144144
Bace1	Bace1	0.00474074074074074
Slc25a40	Slc25a40	0.00474074074074074
Mcl1	Mcl1	0.00471794871794872
Mrpl51	Mrpl51	0.00471428571428571
Pdcd6	Pdcd6	0.00469422363540011
Ppm1k	Ppm1k	0.00467222222222222
Ckap5	Ckap5	0.00466666666666667
Capn7	Capn7	0.00466666666666667
Emc1	Emc1	0.00466666666666667
Mdm4	Mdm4	0.00466666666666667
Snrpa	Snrpa	0.00466666666666667
Ssr3	Ssr3	0.00466666666666667
Tet3	Tet3	0.00466666666666667
Zcchc7	Zcchc7	0.00466666666666667
Zzz3	Zzz3	0.00466666666666667
X2610203C20Rik	X2610203C20Rik	0.00466666666666667
Ggh	Ggh	0.00466666666666667
Gtf2b	Gtf2b	0.00466666666666667
Lrrc8d	Lrrc8d	0.00466666666666667
Nnt	Nnt	0.00466666666666667
Pdcd5	Pdcd5	0.00466666666666667
Rnf111	Rnf111	0.00466666666666667
Usp19	Usp19	0.00466666666666667
Vbp1	Vbp1	0.00466666666666667
Agk	Agk	0.00465
Odf2	Odf2	0.00464835164835165
Elp2	Elp2	0.00461904761904762
Gm20300	Gm20300	0.00457875457875457
Rbl2	Rbl2	0.00457142857142858
Brd7	Brd7	0.00454865248226949
Ppm1b	Ppm1b	0.00450682261208576
A830080D01Rik	A830080D01Rik	0.0045
Gatad2a	Gatad2a	0.0045
Lsm12	Lsm12	0.0045
Ogfrl1	Ogfrl1	0.0045
Proser1	Proser1	0.00448447204968944
Nfrkb	Nfrkb	0.00446349206349207
Wrn	Wrn	0.00443636363636363
Cinp	Cinp	0.00442647058823529
Ppic	Ppic	0.00438083012409071
Ctnnb1	Ctnnb1	0.00433333333333333
Mknk2	Mknk2	0.00428571428571429
Ythdf3	Ythdf3	0.00428571428571429
Tmco3	Tmco3	0.00428086910439852
Cyp51	Cyp51	0.00421463414634147
Astn1	Astn1	0.00420979020979021
Bub1b	Bub1b	0.0041025641025641
X1810026J23Rik	X1810026J23Rik	0.004
Anp32a	Anp32a	0.004
Ap2m1	Ap2m1	0.004
B4galt1	B4galt1	0.004
Casc3	Casc3	0.004
Ccdc104	Ccdc104	0.004
Dirc2	Dirc2	0.004
Gdi1	Gdi1	0.004
Gm1943	Gm1943	0.004
Grtp1	Grtp1	0.004
Hes6	Hes6	0.004
Hsd17b12	Hsd17b12	0.004
Imp4	Imp4	0.004
Itfg1	Itfg1	0.004
Klhdc2	Klhdc2	0.004
Mrpl50	Mrpl50	0.004
Msl1	Msl1	0.004
Nvl	Nvl	0.004
Polr1c	Polr1c	0.004
Polr2j	Polr2j	0.004
Ptdss2	Ptdss2	0.004
Serf1	Serf1	0.004
Sh3gl1	Sh3gl1	0.004
Snx15	Snx15	0.004
Taf1d	Taf1d	0.004
Tmem41b	Tmem41b	0.004
Tmtc4	Tmtc4	0.004
Tnrc6a	Tnrc6a	0.004
Wbscr22	Wbscr22	0.004
Wdr75	Wdr75	0.004
Ythdc1	Ythdc1	0.004
Zbtb18	Zbtb18	0.004
Ecsit	Ecsit	0.00393650793650794
Ascc1	Ascc1	0.00393220338983051
Ampd3	Ampd3	0.00393103448275862
Cdca5	Cdca5	0.00392857142857143
Eif4ebp2	Eif4ebp2	0.00392857142857143
Usp7	Usp7	0.00392727272727272
Ddx27	Ddx27	0.00392592592592592
Srrm2	Srrm2	0.00392592592592592
Thbs4	Thbs4	0.00392592592592592
X2010012O05Rik	X2010012O05Rik	0.0039245283018868
Basp1	Basp1	0.0039245283018868
Casc4	Casc4	0.0039245283018868
Smpd3	Smpd3	0.0039245283018868
Atp6v1f	Atp6v1f	0.00392307692307692
Pitpna	Pitpna	0.00392307692307692
Ppp1r15b	Ppp1r15b	0.00392307692307692
Wapal	Wapal	0.00392307692307692
Wdr53	Wdr53	0.00392307692307692
Cep350	Cep350	0.00392156862745098
Mfsd1	Mfsd1	0.00392156862745098
Mrpl13	Mrpl13	0.00392156862745098
Aldh1l1	Aldh1l1	0.00392
Fhl3	Fhl3	0.00392
Hmbox1	Hmbox1	0.00392
Mtmr11	Mtmr11	0.00392
Nkap	Nkap	0.00392
Pkd1	Pkd1	0.00392
Ppp2ca	Ppp2ca	0.00392
Rap1a	Rap1a	0.00392
Styx	Styx	0.00392
Ccdc157	Ccdc157	0.00391836734693878
Cep76	Cep76	0.00391836734693878
D430041D05Rik	D430041D05Rik	0.00391836734693878
Nsg2	Nsg2	0.00391836734693878
Sqle	Sqle	0.00391836734693878
Zfp239	Zfp239	0.00391836734693878
Zfp362	Zfp362	0.00391836734693878
Zfp866	Zfp866	0.00391836734693878
Abhd12	Abhd12	0.00391666666666667
Afg3l2	Afg3l2	0.00391666666666667
Bola1	Bola1	0.00391666666666667
Dedd	Dedd	0.00391666666666667
Fbxo33	Fbxo33	0.00391666666666667
Uba3	Uba3	0.00391666666666667
Celsr2	Celsr2	0.00391489361702128
Exosc9	Exosc9	0.00391489361702128
H2.Ke6	H2.Ke6	0.00391489361702128
Ruvbl1	Ruvbl1	0.00391489361702128
Tjp2	Tjp2	0.00391489361702128
Ugp2	Ugp2	0.00391489361702128
Arsk	Arsk	0.00391304347826087
Atl3	Atl3	0.00391304347826087
Cd2bp2	Cd2bp2	0.00391304347826087
Lrp11	Lrp11	0.00391304347826087
Nup133	Nup133	0.00391304347826087
Pabpc4l	Pabpc4l	0.00391304347826087
Sall1	Sall1	0.00391304347826087
Srebf2	Srebf2	0.00391304347826087
Stk30	Stk30	0.00391304347826087
Tbc1d19	Tbc1d19	0.00391304347826087
Zc3hav1l	Zc3hav1l	0.00391304347826087
Cdk16	Cdk16	0.00391111111111111
Edc3	Edc3	0.00391111111111111
Hdac9	Hdac9	0.00391111111111111
Hmgxb3	Hmgxb3	0.00391111111111111
Pacs1	Pacs1	0.00391111111111111
Pot1b	Pot1b	0.00391111111111111
Rnaseh2a	Rnaseh2a	0.00391111111111111
Vps52	Vps52	0.00391111111111111
Aldh7a1	Aldh7a1	0.00390909090909091
Gipc1	Gipc1	0.00390909090909091
Gpbp1l1	Gpbp1l1	0.00390909090909091
Iws1	Iws1	0.00390909090909091
Mrpl20	Mrpl20	0.00390909090909091
Nt5c3l	Nt5c3l	0.00390909090909091
Papd7	Papd7	0.00390909090909091
Ube2m	Ube2m	0.00390909090909091
Xrcc5	Xrcc5	0.00390909090909091
X2700050L05Rik	X2700050L05Rik	0.00390697674418605
Agps	Agps	0.00390697674418605
BC026590	BC026590	0.00390697674418605
Dhx33	Dhx33	0.00390697674418605
Efr3b	Efr3b	0.00390697674418605
Jtb	Jtb	0.00390697674418605
Snx16	Snx16	0.00390697674418605
Sp4	Sp4	0.00390697674418605
Spice1	Spice1	0.00390697674418605
Tmem120a	Tmem120a	0.00390697674418605
X0610009O20Rik	X0610009O20Rik	0.0039047619047619
Ddb2	Ddb2	0.0039047619047619
Gm9958	Gm9958	0.0039047619047619
Gsta4	Gsta4	0.0039047619047619
Iars2	Iars2	0.0039047619047619
Ids	Ids	0.0039047619047619
Klf11	Klf11	0.0039047619047619
Nova1	Nova1	0.0039047619047619
Prpf38b	Prpf38b	0.0039047619047619
Zkscan5	Zkscan5	0.0039047619047619
X0610031J06Rik	X0610031J06Rik	0.00390243902439025
Ahi1	Ahi1	0.00390243902439025
Caap1	Caap1	0.00390243902439025
Dap	Dap	0.00390243902439025
Gm973	Gm973	0.00390243902439025
Mlec	Mlec	0.00390243902439025
Nap1l4	Nap1l4	0.00390243902439025
Scyl1	Scyl1	0.00390243902439025
Supt7l	Supt7l	0.00390243902439025
Tmem39a	Tmem39a	0.00390243902439025
Trpc4ap	Trpc4ap	0.00390243902439025
Ypel3	Ypel3	0.00390243902439025
Atp13a1	Atp13a1	0.00390000000000001
D8Ertd738e	D8Ertd738e	0.00390000000000001
Dbx2	Dbx2	0.00390000000000001
Dnajc21	Dnajc21	0.00390000000000001
Exosc5	Exosc5	0.00390000000000001
Fam76b	Fam76b	0.00390000000000001
Ikbip	Ikbip	0.00390000000000001
Jak2	Jak2	0.00390000000000001
Ogfod1	Ogfod1	0.00390000000000001
Pdk2	Pdk2	0.00390000000000001
Pdlim7	Pdlim7	0.00390000000000001
Phpt1	Phpt1	0.00390000000000001
Pmm1	Pmm1	0.00390000000000001
Sash1	Sash1	0.00390000000000001
Sdccag3	Sdccag3	0.00390000000000001
Toe1	Toe1	0.00390000000000001
Wdr34	Wdr34	0.00390000000000001
Arhgap12	Arhgap12	0.0038974358974359
Blzf1	Blzf1	0.0038974358974359
Ccdc88c	Ccdc88c	0.0038974358974359
Entpd7	Entpd7	0.0038974358974359
Fbxl5	Fbxl5	0.0038974358974359
Gins3	Gins3	0.0038974358974359
Glt25d1	Glt25d1	0.0038974358974359
Olig1	Olig1	0.0038974358974359
Psmd2	Psmd2	0.0038974358974359
Sike1	Sike1	0.0038974358974359
Slc15a2	Slc15a2	0.0038974358974359
Tceal1	Tceal1	0.0038974358974359
Vwa5a	Vwa5a	0.0038974358974359
Yaf2	Yaf2	0.0038974358974359
Carkd	Carkd	0.00389473684210526
Cic	Cic	0.00389473684210526
Fam160b1	Fam160b1	0.00389473684210526
Gpatch2	Gpatch2	0.00389473684210526
Nelfe	Nelfe	0.00389473684210526
Rad9a	Rad9a	0.00389473684210526
Slfn9	Slfn9	0.00389473684210526
Tmed8	Tmed8	0.00389473684210526
Tnk2	Tnk2	0.00389473684210526
Chchd1	Chchd1	0.00389189189189189
Herpud1	Herpud1	0.00389189189189189
Itgb1bp1	Itgb1bp1	0.00389189189189189
Nans	Nans	0.00389189189189189
Ptpn1	Ptpn1	0.00389189189189189
Rbl1	Rbl1	0.00389189189189189
Setd1a	Setd1a	0.00389189189189189
Tsen34	Tsen34	0.00389189189189189
Ufm1	Ufm1	0.00389189189189189
Zfp592	Zfp592	0.00389189189189189
X4930512B01Rik	X4930512B01Rik	0.00388888888888889
Bai1	Bai1	0.00388888888888889
Faf2	Faf2	0.00388888888888889
Gdpd1	Gdpd1	0.00388888888888889
Gm11974	Gm11974	0.00388888888888889
Hsf1	Hsf1	0.00388888888888889
Mki67ip	Mki67ip	0.00388888888888889
Msi2	Msi2	0.00388888888888889
Nedd4l	Nedd4l	0.00388888888888889
Stim2	Stim2	0.00388888888888889
Wdr18	Wdr18	0.00388888888888889
Alg10b	Alg10b	0.00388571428571429
Herc6	Herc6	0.00388571428571429
Mbd6	Mbd6	0.00388571428571429
Megf8	Megf8	0.00388571428571429
Mta1	Mta1	0.00388571428571429
Phf8	Phf8	0.00388571428571429
Pigp	Pigp	0.00388571428571429
Plcb1	Plcb1	0.00388571428571429
Tmem69	Tmem69	0.00388571428571429
Trak2	Trak2	0.00388571428571429
Agfg2	Agfg2	0.00388235294117646
Ccdc176	Ccdc176	0.00388235294117646
Cops7b	Cops7b	0.00388235294117646
Galnt1	Galnt1	0.00388235294117646
Rbms3	Rbms3	0.00388235294117646
Snapc5	Snapc5	0.00388235294117646
Terf1	Terf1	0.00388235294117646
Usp51	Usp51	0.00388235294117646
Zfp609	Zfp609	0.00388235294117646
X2310044G17Rik	X2310044G17Rik	0.00387878787878788
Acp1	Acp1	0.00387878787878788
Arhgap33	Arhgap33	0.00387878787878788
Cltb	Cltb	0.00387878787878788
Kri1	Kri1	0.00387878787878788
Lsmd1	Lsmd1	0.00387878787878788
Mrpl10	Mrpl10	0.00387878787878788
Park2	Park2	0.00387878787878788
Pde4b	Pde4b	0.00387878787878788
Smpd1	Smpd1	0.00387878787878788
Stx16	Stx16	0.00387878787878788
Vps72	Vps72	0.00387878787878788
X4930432J09Rik	X4930432J09Rik	0.003875
Asap2	Asap2	0.003875
Cuedc2	Cuedc2	0.003875
Golga5	Golga5	0.003875
Hdac7	Hdac7	0.003875
Hspb6	Hspb6	0.003875
Magohb	Magohb	0.003875
Rbm34	Rbm34	0.003875
Rpgr	Rpgr	0.003875
Vps33b	Vps33b	0.003875
Xrn1	Xrn1	0.003875
Zfp930	Zfp930	0.003875
Bdp1	Bdp1	0.00387096774193548
Dock7	Dock7	0.00387096774193548
Gxylt1	Gxylt1	0.00387096774193548
Sco1	Sco1	0.00387096774193548
Tmem218	Tmem218	0.00387096774193548
Usp32	Usp32	0.00387096774193548
Zbtb5	Zbtb5	0.00387096774193548
Arhgap32	Arhgap32	0.00386666666666667
Cdc73	Cdc73	0.00386666666666667
